316	0.0166
389	0.0166
316	0.0301
389	0.0301
207	0.04395
262	0.04395
207	0.0468
262	0.0468
207	0.05015
262	0.05015
207	0.0546
262	0.0546
316	0.05595
389	0.05595
3	0.0565
118	0.0565
197	0.0565
234	0.0565
332	0.0565
333	0.0565
469	0.0565
3	0.05915
118	0.05915
197	0.05915
234	0.05915
332	0.05915
333	0.05915
469	0.05915
151	0.0593
173	0.0593
438	0.0593
3	0.0624
118	0.0624
197	0.0624
234	0.0624
332	0.0624
333	0.0624
469	0.0624
3	0.06675
118	0.06675
197	0.06675
234	0.06675
332	0.06675
333	0.06675
469	0.06675
316	0.06785
389	0.06785
316	0.0743
389	0.0743
79	0.07445
168	0.07445
416	0.07445
316	0.0786
389	0.0786
207	0.08425
262	0.08425
3	0.08445
118	0.08445
197	0.08445
234	0.08445
332	0.08445
333	0.08445
469	0.08445
207	0.08735
262	0.08735
207	0.0916
262	0.0916
316	0.0925
389	0.0925
316	0.09525
389	0.09525
17	0.09615
318	0.09615
316	0.0988
389	0.0988
6	0.1014
280	0.1014
315	0.1014
356	0.1014
372	0.1014
316	0.1018
389	0.1018
79	0.1021
168	0.1021
416	0.1021
3	0.10375
118	0.10375
197	0.10375
234	0.10375
332	0.10375
333	0.10375
469	0.10375
17	0.10455
318	0.10455
316	0.1053
389	0.1053
3	0.1088
118	0.1088
197	0.1088
234	0.1088
332	0.1088
333	0.1088
469	0.1088
316	0.1096
389	0.1096
3	0.1131
118	0.1131
197	0.1131
234	0.1131
332	0.1131
333	0.1131
469	0.1131
112	0.11475
298	0.11475
329	0.11475
3	0.1244
118	0.1244
197	0.1244
234	0.1244
332	0.1244
333	0.1244
469	0.1244
207	0.12615
262	0.12615
17	0.128
318	0.128
6	0.12965
280	0.12965
315	0.12965
356	0.12965
372	0.12965
151	0.1304
173	0.1304
438	0.1304
3	0.1336
118	0.1336
197	0.1336
234	0.1336
332	0.1336
333	0.1336
469	0.1336
17	0.13585
318	0.13585
3	0.13805
118	0.13805
197	0.13805
234	0.13805
332	0.13805
333	0.13805
469	0.13805
112	0.1394
298	0.1394
329	0.1394
6	0.14225
280	0.14225
315	0.14225
356	0.14225
372	0.14225
316	0.1424
389	0.1424
17	0.14415
318	0.14415
316	0.1453
389	0.1453
207	0.14755
262	0.14755
17	0.1484
318	0.1484
316	0.1494
389	0.1494
6	0.14985
280	0.14985
315	0.14985
356	0.14985
372	0.14985
17	0.1517
318	0.1517
79	0.15245
168	0.15245
416	0.15245
151	0.1529
173	0.1529
438	0.1529
6	0.15385
280	0.15385
315	0.15385
356	0.15385
372	0.15385
112	0.1549
298	0.1549
329	0.1549
17	0.1558
318	0.1558
79	0.157
168	0.157
416	0.157
6	0.1573
280	0.1573
315	0.1573
356	0.1573
372	0.1573
207	0.1576
262	0.1576
17	0.15885
318	0.15885
316	0.15895
389	0.15895
6	0.16175
280	0.16175
315	0.16175
356	0.16175
372	0.16175
17	0.16265
318	0.16265
316	0.1638
389	0.1638
112	0.1643
298	0.1643
329	0.1643
6	0.165
280	0.165
315	0.165
356	0.165
372	0.165
17	0.1681
318	0.1681
151	0.16825
173	0.16825
438	0.16825
6	0.16855
280	0.16855
315	0.16855
356	0.16855
372	0.16855
151	0.1716
173	0.1716
438	0.1716
6	0.17175
280	0.17175
315	0.17175
356	0.17175
372	0.17175
6	0.1746
280	0.1746
315	0.1746
356	0.1746
372	0.1746
151	0.17545
173	0.17545
438	0.17545
207	0.17745
262	0.17745
6	0.17775
280	0.17775
315	0.17775
356	0.17775
372	0.17775
151	0.17825
173	0.17825
438	0.17825
3	0.17935
118	0.17935
197	0.17935
234	0.17935
332	0.17935
333	0.17935
469	0.17935
